00213524;00010;0;G;1;36;;;0;99;31;999;999;2017-11-11
00213524;00010;0;G;3;8;;;0;99;31;999;999;2017-11-11
00213524;00010;0;G;43;6;;;0;99;31;999;999;2017-11-11
00213524;00010;0;G;45;2;;;0;99;31;999;999;2017-11-11
00213524;00020;0;G;1;20;;;0;99;50;999;999;2017-11-11
00213524;00020;0;G;2;24;;;0;99;50;999;999;2017-11-11
00213524;00020;0;G;43;3.97;;;0;99;50;999;999;2017-11-11
00213524;00020;0;G;44;12;;;0;99;50;999;999;2017-11-11
00213524;00021;0;G;1;44;;;0;99;50;999;999;2017-11-11
00213524;00021;0;G;43;19;;;0;99;50;999;999;2017-11-11
00213524;00021;0;G;52;36;;;0;99;50;999;999;2017-11-11
00213524;00021;0;G;54;11;;;0;99;50;999;999;2017-11-11
00213524;00035;0;G;1;18;;;0;99;31;999;999;2017-11-11
00213524;00035;0;G;2;16;;;0;99;31;999;999;2017-11-11
00213524;00035;0;G;44;5.66;;;0;99;31;999;999;2017-11-11
00213524;00040;0;G;2;44;;;0;99;60;999;999;2017-11-11
00213524;00040;0;G;44;34;;;0;99;60;999;999;2017-11-11
00213524;00040;0;G;53;44;;;0;99;60;999;999;2017-11-11
00213524;00040;0;G;55;34;;;0;99;60;999;999;2017-11-11
00213524;00060;0;G;1;33;;;0;99;60;999;999;2017-11-11
00213524;00060;0;G;3;11;;;0;99;60;999;999;2017-11-11
00213524;00060;0;G;45;11;;;0;99;60;999;999;2017-11-11
00213524;00060;0;G;53;11;;;0;99;60;999;999;2017-11-11
00213524;00060;0;G;55;11;;;0;99;60;999;999;2017-11-11
00213524;00100;0;G;1;44;;;0;99;31;999;999;2017-11-11
00213524;00179;0;G;1;44;;;0;99;33;999;999;2017-11-11
00213524;00179;0;G;43;20.5;;;0;99;33;999;999;2017-11-11
00213524;00252;0;G;1;3.5;;;0;99;33;999;999;2017-11-11
00213524;00252;0;G;2;32;;;0;99;33;999;999;2017-11-11
00213524;00252;0;G;44;10.5;;;0;99;33;999;999;2017-11-11
00213524;02017;0;G;1;44;;;0;99;13;999;999;2017-11-11
00213524;02017;0;G;43;4;;;0;99;13;999;999;2017-11-11
00213524;02017;0;G;53;40;;;0;99;13;999;999;2017-11-11
00213524;50039;0;G;1;22.25;;;0;99;31;999;999;2017-11-11
00213524;50039;0;G;2;21.75;;;0;99;31;999;999;2017-11-11
00213524;50039;0;G;44;9.75;;;0;99;31;999;999;2017-11-11
00213524;50039;0;G;7;8;;;0;99;;999;999;2017-11-11
00213524;50168;0;G;1;12;;;0;99;13;999;999;2017-11-11
00213524;50168;0;G;2;32;;;0;99;13;999;999;2017-11-11
00213524;50168;0;G;43;4;;;0;99;13;999;999;2017-11-11
00213524;50168;0;G;44;16;;;0;99;13;999;999;2017-11-11
00213524;50168;0;G;52;44;;;0;99;13;999;999;2017-11-11
00213524;50168;0;G;54;20;;;0;99;13;999;999;2017-11-11
00213524;50198;0;G;1;28;;;0;99;13;999;999;2017-11-11
00213524;50198;0;G;2;16;;;0;99;13;999;999;2017-11-11
00213524;50198;0;G;43;0.75;;;0;99;13;999;999;2017-11-11
00213524;50198;0;G;44;12;;;0;99;13;999;999;2017-11-11
